red_fighter_name,blue_fighter_name,event_date,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,bout_type,event_name,event_location,source_url,source_title
Lance Gibson Jr.,Dominic Clark,2022-10-01,W,L,red_win,Submission (triangle choke),1,1:49,Catchweight (158.2 lbs) Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
Cee Jay Hamilton,Richard Palencia,2022-10-01,W,L,red_win,TKO (leg injury),2,0:12,Bantamweight Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
Keoni Diggs,Ricardo Seixas,2022-10-01,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Lightweight Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
Mansour Barnaoui,Adam Piccolotti,2022-10-29,W,L,red_win,Submission (rear-naked choke),2,2:51,Lightweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Fabian Edwards,Charlie Ward,2022-10-29,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Middleweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Tim Wilde,Saul Rogers,2022-10-29,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Lightweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Justin Gonzalez,Andrew Fisher,2022-10-29,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Featherweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Daniele Scatizzi,Davy Gallon,2022-10-29,W,L,red_win,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,Lightweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Costello van Steenis,Kamil Oniszczuk,2022-10-29,W,L,red_win,Submission (brabo choke),2,3:02,Middleweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Alfie Davis,Thibault Gouti,2022-10-29,W,L,red_win,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,Lightweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Chiara Penco,Manuela Marconetto,2022-10-29,W,L,red_win,"Decision (split) (29-28, 28-29, 30-27)",3,5:00,Women's Strawweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Yves Landu,Walter Cogliandro,2022-10-29,W,L,red_win,"Decision (unanimous) (30-26, 30-27, 30-27)",3,5:00,Featherweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Simon Biyong,Dragos Zubco,2022-10-29,W,L,red_win,TKO (punches),2,3:36,Light Heavyweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Nicolò Solli,Bourama Camara,2022-10-29,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Welterweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Luke Trainer,Lucas Alsina,2022-10-29,W,L,red_win,Submission (rear-naked choke),1,1:54,Light Heavyweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Steven Hill,Andrea Fusi,2022-10-29,W,L,red_win,"Decision (unanimous) (30-27, 29-27, 30-26)",3,5:00,Catchweight (181 lb) Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Sarvarjon Khamidov,José Maria Tomé,2022-10-29,W,L,red_win,TKO (body kick and punches),1,1:01,Bantamweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Edoardo Caiazza,Alex Bertinazzi,2022-10-29,W,L,red_win,TKO (punches),1,4:09,Featherweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Luca Iovine,Percy Herrera,2022-10-29,W,L,red_win,Submission (rear-naked choke),1,3:40,Bantamweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Ayoub Nacer,Cherif Ba Pape,2022-10-29,W,L,red_win,KO (punches),1,0:12,Bantamweight Bout,Bellator 287: Piccolotti vs. Barnaoui,"Allianz Cloud Arena, Milan , Italy",https://en.wikipedia.org/wiki/Bellator_287,Bellator 287
Vadim Nemkov,Corey Anderson,2022-11-18,W,L,red_win,"Decision (unanimous) (48–47, 49–46, 49–46)",5,5:00,Light Heavyweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Usman Nurmagomedov,Patricky Pitbull,2022-11-18,W,L,red_win,"Decision (unanimous) (50–45, 50–44, 50–44)",5,5:00,Lightweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Timur Khizriev,Daniel Weichel,2022-11-18,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Featherweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Levan Chokheli,Roman Faraldo,2022-11-18,W,L,red_win,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,Welterweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Imamshafi Aliev,Sean Connor Fallon,2022-11-18,W,L,red_win,TKO (doctor stoppage),1,3:20,Middleweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Killys Mota,Jairo Pacheco,2022-11-18,W,L,red_win,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,Lightweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Archie Colgan,Jesse Hannam,2022-11-18,W,L,red_win,TKO (punches),1,0:50,Lightweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Sullivan Cauley,Jay Radick,2022-11-18,W,L,red_win,KO (punch),1,1:01,Light Heavyweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Jordan Newman,Jayden Taulker,2022-11-18,W,L,red_win,Submission (rear-naked choke),2,3:20,Middleweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Laird Anderson,Rob Fenicle,2022-11-18,W,L,red_win,TKO (elbows and punches),2,2:28,Featherweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Isaiah Hokit,Matias Nader,2022-11-18,W,L,red_win,TKO (punches),2,3:48,Featherweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Wladmir Gouvea,Kory Moegenburg,2022-11-18,W,L,red_win,TKO (knee and punches),2,1:46,Heavyweight Bout,Bellator 288: Nemkov vs. Anderson 2,"Wintrust Arena, Chicago, Illinois , United States",https://en.wikipedia.org/wiki/Bellator_288,Bellator 288
Raufeon Stots,Danny Sabatello,2022-12-09,W,L,red_win,"Decision (split) (45–50, 48–47, 48–47)",5,5:00,Bantamweight Bout,Bellator 289: Stots vs. Sabatello,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_289,Bellator 289
Liz Carmouche,Juliana Velasquez,2022-12-09,W,L,red_win,Submission (armbar),2,4:24,Women's Flyweight Bout,Bellator 289: Stots vs. Sabatello,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_289,Bellator 289
Patchy Mix,Magomed Magomedov,2022-12-09,W,L,red_win,Technical Submission (guillotine choke),2,2:39,Bantamweight Bout,Bellator 289: Stots vs. Sabatello,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_289,Bellator 289
Dalton Rosta,Anthony Adams,2022-12-09,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Middleweight Bout,Bellator 289: Stots vs. Sabatello,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_289,Bellator 289
Ilara Joanne,Denise Kielholtz,2022-12-09,W,L,red_win,"Decision (split) (27–30, 29–28, 30–27)",3,5:00,Women's Flyweight Bout,Bellator 289: Stots vs. Sabatello,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_289,Bellator 289
Jaleel Willis,Kyle Crutchmer,2022-12-09,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Welterweight Bout,Bellator 289: Stots vs. Sabatello,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_289,Bellator 289
Cris Lencioni,Cody Law,2022-12-09,W,L,red_win,"Decision (split) (30–27, 28–29, 30–27)",3,5:00,Featherweight Bout,Bellator 289: Stots vs. Sabatello,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_289,Bellator 289
Christian Echols,Pat Downey,2022-12-09,W,L,red_win,KO (punches),1,2:27,Middleweight Bout,Bellator 289: Stots vs. Sabatello,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_289,Bellator 289
Kai Kamaka III,Kevin Boehm,2022-12-09,W,L,red_win,TKO (punches),3,2:23,Featherweight Bout,Bellator 289: Stots vs. Sabatello,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_289,Bellator 289
Michael Lombardo,Mark Lemminger,2022-12-09,W,L,red_win,KO (punch),1,4:23,Welterweight Bout,Bellator 289: Stots vs. Sabatello,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_289,Bellator 289
Cass Bell,Jared Scoggins,2022-12-09,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Bantamweight Bout,Bellator 289: Stots vs. Sabatello,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_289,Bellator 289
Jameel Massouh,Nick Mamalis,2010-09-16,W,L,red_win,Submission (guillotine choke),1,4:27,Catchweight (140 lb) Bout,Bellator 29,"The Rave, Milwaukee, Wisconsin , United States",https://en.wikipedia.org/wiki/Bellator_29,Bellator 29
Cole Konrad,Damian Grabowski,2010-09-16,W,L,red_win,"Unanimous decision (30–26, 30–27, 30–27)",3,5:00,Heavyweight Bout,Bellator 29,"The Rave, Milwaukee, Wisconsin , United States",https://en.wikipedia.org/wiki/Bellator_29,Bellator 29
Neil Grove,Alexey Oleinik,2010-09-16,W,L,red_win,TKO (punches),1,0:45,Heavyweight Bout,Bellator 29,"The Rave, Milwaukee, Wisconsin , United States",https://en.wikipedia.org/wiki/Bellator_29,Bellator 29
Brett Cooper,Matt Major,2010-09-16,W,L,red_win,TKO (punches),2,1:27,Middleweight Bout,Bellator 29,"The Rave, Milwaukee, Wisconsin , United States",https://en.wikipedia.org/wiki/Bellator_29,Bellator 29
Justin Lemke,Jason Guida,2010-09-16,W,L,red_win,"Split decision (29–28, 28–29, 29–28)",3,5:00,Catchweight (215 lb) Bout,Bellator 29,"The Rave, Milwaukee, Wisconsin , United States",https://en.wikipedia.org/wiki/Bellator_29,Bellator 29
Sasa Perkic,Nick Dupees,2010-09-16,W,L,red_win,"Unanimous decision (30–27, 30 -27, 29–28)",3,5:00,Lightweight Bout,Bellator 29,"The Rave, Milwaukee, Wisconsin , United States",https://en.wikipedia.org/wiki/Bellator_29,Bellator 29
Kyle Weickhardt,Luis Ramirez,2010-09-16,W,L,red_win,KO (head kick),1,0:30,Middleweight Bout,Bellator 29,"The Rave, Milwaukee, Wisconsin , United States",https://en.wikipedia.org/wiki/Bellator_29,Bellator 29
Ryan Bader,Fedor Emelianenko,2023-02-04,W,L,red_win,TKO (punches),1,2:30,Heavyweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Johnny Eblen,Anatoly Tokov,2023-02-04,W,L,red_win,"Decision (unanimous) (50–45, 49–46, 49–46)",5,5:00,Middleweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Brennan Ward,Sabah Homasi,2023-02-04,W,L,red_win,TKO (head kick and punches),2,1:34,Welterweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Lorenz Larkin,Mukhamed Berkhamov,2023-02-04,W,L,red_win,KO (elbow),1,1:41,Welterweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Henry Corrales,Akhmed Magomedov,2023-02-04,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Featherweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Ali Isaev,Steve Mowry,2023-02-04,D,D,draw,"Draw (unanimous) (28–28, 28–28, 28–28)",3,5:00,Heavyweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Chris Gonzalez,Max Rohskopf,2023-02-04,W,L,red_win,TKO (punches),2,1:22,Lightweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Grant Neal,Karl Albrektsson,2023-02-04,W,L,red_win,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,Light Heavyweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Diana Avsaragova,Alejandra Lara,2023-02-04,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Catchweight (128.8 lb) Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Nikita Mikhailov,Darrion Caldwell,2023-02-04,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Bantamweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Yusuf Karakaya,Ethan Hughes,2023-02-04,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Welterweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Isaiah Hokit,Peter Ishiguro,2023-02-04,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Featherweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Jaylon Bates,Jornel Lugo,2023-02-04,W,L,red_win,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,Bantamweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Neiman Gracie,Dante Schiro,2023-02-04,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Welterweight Bout,Bellator 290: Bader vs. Fedor 2,"Kia Forum, Inglewood, California , United States",https://en.wikipedia.org/wiki/Bellator_290,Bellator 290
Yaroslav Amosov,Logan Storley,2023-02-25,W,L,red_win,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00,Welterweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Jeremy Kennedy,Pedro Carvalho,2023-02-25,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Featherweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Bryce Logan,Peter Queally,2023-02-25,W,L,red_win,TKO (elbow and punches),2,2:31,Lightweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Sinead Kavanagh,Janay Harding,2023-02-25,W,L,red_win,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,Women's Featherweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Ciarán Clarke,Leonardos Sinis,2023-02-25,W,L,red_win,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00,Catchweight (148.8 lb) Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Karl Moore,Maciej Różański,2023-02-25,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Light Heavyweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Mike Shipman,Charlie Ward,2023-02-25,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Middleweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Oleg Popov,Gökhan Saricam,2023-02-25,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Heavyweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Norbert Novenyi Jr.,Andy Manzolo,2023-02-25,W,L,red_win,TKO (punch),1,3:12,Middleweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Brian Moore,Luca Iovine,2023-02-25,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Bantamweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Richie Smullen,Piotr Niedzielski,2023-02-25,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Featherweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Darragh Kelly,Dorval Jordan,2023-02-25,W,L,red_win,TKO (punches),3,1:58,Featherweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Asaël Adjoudj,Liam McCracken,2023-02-25,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Featherweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Khasan Magomedsharipov,Rafael Hudson,2023-02-25,W,L,red_win,TKO (punches),1,4:40,Featherweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
Jena Bishop,Elina Kallionidou,2023-02-25,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Women's Flyweight Bout,Bellator 291: Amosov vs. Storley 2,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_291,Bellator 291
