red_fighter_name,blue_fighter_name,event_date,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,bout_type,event_name,event_location,source_url,source_title
Sean Tobin,Dylan Sheehan,2011-05-28,W,L,red_win,Decision (Unanimous),3,3:00,Open Weight Bout,Cage Warriors: 42,"Neptune Stadium, Cork , Ireland",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_42,2011 in Cage Warriors
James Heelan,Liam Og-Griffin,2011-05-28,W,L,red_win,TKO (Punches),1,2:00,Open Weight Bout,Cage Warriors: 42,"Neptune Stadium, Cork , Ireland",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_42,2011 in Cage Warriors
Shane Marum,Darren Geasley,2011-05-28,D,D,draw,Draw,3,3:00,Open Weight Bout,Cage Warriors: 42,"Neptune Stadium, Cork , Ireland",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_42,2011 in Cage Warriors
Andreas Kraniotakes,Jay Mortimore,2011-06-16,W,L,red_win,TKO (Punches),1,4:14,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Jake Hecht,Michele Verginelli,2011-06-16,W,L,red_win,Decision (Unanimous),3,5:00,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Jean N'Doye,Dan Hope,2011-06-16,W,L,red_win,TKO (Punches),3,3:55,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Dave Keeley,Joel Wyatt,2011-06-16,W,L,red_win,KO (Elbows),1,2:50,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
John Michael Sheil,Victor Cheng,2011-06-16,W,L,red_win,TKO (Punch),3,0:47,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Leon Del Gaudio,Patrick Vickers,2011-06-16,W,L,red_win,Decision (Unanimous),3,5:00,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Mohammad Sarsar,Yazan Janeb,2011-06-16,W,L,red_win,TKO (Punches),2,2:07,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Mohamed Ali,Saanouni Makrem,2011-06-16,W,L,red_win,Decision (Unanimous),3,3:00,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Ihab Janeb,Eslam Salama,2011-06-16,W,L,red_win,Submission (Guillotine Choke),1,1:47,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Timoor Narmeq,Radwan Meri,2011-06-16,W,L,red_win,Submission (Rear-Naked Choke),1,1:36,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Jalal Deaja,Ahmad Sayed Hassan,2011-06-16,D,D,draw,Draw,3,3:00,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Assad Wasfi,Abdel Kareem Teshroun,2011-06-16,W,L,red_win,Submission (Guillotine Choke),3,3:00,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Thabet Agha,Mohammad Youssef,2011-06-16,W,L,red_win,Submission (Rear-Naked Choke),2,1:07,Open Weight Bout,Cage Warriors: Fight Night 1,"Le Royal Hotel (Amman), Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_1,2011 in Cage Warriors
Norman Paraisy,Jack Mason,2011-07-09,W,L,red_win,TKO (Flying Knee and Elbows),3,3:50,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Joseph Duffy,Francis Heagney,2011-07-09,W,L,red_win,Decision (Unanimous),3,5:00,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Brad Wheeler,Ian Entwistle,2011-07-09,W,L,red_win,Submission (Reverse Triangle Choke),1,3:22,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Andreas Kraniotakes,Dave Keeley,2011-07-09,W,L,red_win,Submission (Armbar),1,3:48,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Brett Sizeland,Craig White,2011-07-09,W,L,red_win,Submission (Rear-Naked Choke),1,4:15,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Steve O'Keefe,Artem Lobov,2011-07-09,W,L,red_win,Technical Submission (Rear-Naked Choke),3,1:24,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Adam Edwards,Ben Crook,2011-07-09,W,L,red_win,Submission (Armbar),1,1:07,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Olivier Pastor,Niko Gjoka,2011-07-09,W,L,red_win,TKO (Punches),3,2:17,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Danny Roberts,David Howell,2011-07-09,W,L,red_win,TKO (Knee to the Body),2,2:26,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Dave Smith,Matt Wise,2011-07-09,W,L,red_win,Decision (Majority),3,3:00,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Adam Brearley,Doug Wibberly,2011-07-09,W,L,red_win,TKO (Punches),1,1:04,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Ben Hajir,Ben Rees,2011-07-09,W,L,red_win,Submission (Armbar),1,1:35,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Charlie Watts,Courtney Anderson,2011-07-09,W,L,red_win,Decision (Unanimous),3,3:00,Open Weight Bout,Cage Warriors: 43,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_43,2011 in Cage Warriors
Gael Grimaud,Arni Isaksson,2011-09-08,W,L,red_win,TKO (Punches),2,4:14,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Jack Hermansson,Mike Ling,2011-09-08,W,L,red_win,KO (Punches),1,3:30,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Aisling Daly,Angela Hayes,2011-09-08,W,L,red_win,Submission (Armbar),1,0:20,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Danny Mitchell,Cathal Pendred,2011-09-08,D,D,draw,Draw,3,5:00,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
James Saville,Zac Stratton,2011-09-08,W,L,red_win,Submission (Triangle Choke),1,0:46,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Conor McGregor,Aaron Jahnsen,2011-09-08,W,L,red_win,TKO (Punches),1,3:29,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Merv Mulholland,Amir Gerandokov,2011-09-08,W,L,red_win,Submission (Rear-Naked Choke),1,2:30,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Ihab Janeb,Mohamed Ali,2011-09-08,W,L,red_win,DQ (Knee to Head of Grounded Opponent),1,3:02,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Yousef Abu Shreekh,Hassan Burham,2011-09-08,W,L,red_win,TKO (Punches),1,0:51,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Wael Korked,Mohammad Wasfi,2011-09-08,W,L,red_win,TKO (Punches),1,1:40,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Walid Nessib,Thabet Agha,2011-09-08,W,L,red_win,Submission (Kimura),1,1:59,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Motasem Al-Tahrawi,Mahmood Abdelkader,2011-09-08,W,L,red_win,TKO (Punches),3,2:18,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Yazan Janeb,Hassan Talal,2011-09-08,W,L,red_win,Submission (Armbar),1,0:44,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Basel Narmouq,Abdel Kareem Teshroun,2011-09-08,W,L,red_win,TKO (Leg Kicks),3,0:58,Open Weight Bout,Cage Warriors: Fight Night 2,"The New Boxing Arena, Amman , Jordan",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_Fight_Night_2,2011 in Cage Warriors
Ivan Musardo,Joseph Duffy,2011-10-01,W,L,red_win,Submission (Guillotine Choke),4,4:25,Open Weight Bout,Cage Warriors: 44,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_44,2011 in Cage Warriors
Brian Foster,Jack Mason,2011-10-01,W,L,red_win,Submission (Guillotine Choke),1,2:15,Open Weight Bout,Cage Warriors: 44,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_44,2011 in Cage Warriors
Graham Turner,Ashleigh Grimshaw,2011-10-01,W,L,red_win,Decision (Split),3,5:00,Open Weight Bout,Cage Warriors: 44,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_44,2011 in Cage Warriors
Brad Wheeler,Kevin Donnelly,2011-10-01,W,L,red_win,Submission (Rear-Naked Choke),3,1:51,Open Weight Bout,Cage Warriors: 44,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_44,2011 in Cage Warriors
Dayman Lake,Rab Truesdale,2011-10-01,W,L,red_win,Submission (Arm-Triangle Choke),1,1:24,Open Weight Bout,Cage Warriors: 44,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_44,2011 in Cage Warriors
Steve O'Keefe,Dean Reilly,2011-10-01,W,L,red_win,Submission (Arm-Triangle Choke),1,0:54,Open Weight Bout,Cage Warriors: 44,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_44,2011 in Cage Warriors
Neil Seery,Niko Gjoka,2011-10-01,W,L,red_win,KO (Punches),2,4:04,Open Weight Bout,Cage Warriors: 44,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_44,2011 in Cage Warriors
David Howell,Kieran Malone,2011-10-01,W,L,red_win,TKO (Elbows),1,2:19,Open Weight Bout,Cage Warriors: 44,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_44,2011 in Cage Warriors
Charlie Watts,Tye Palmer,2011-10-01,W,L,red_win,Decision (Unanimous),3,3:00,Open Weight Bout,Cage Warriors: 44,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_44,2011 in Cage Warriors
Adam Brearley,Ben Reid,2011-10-01,W,L,red_win,TKO (Punches),2,0:32,Open Weight Bout,Cage Warriors: 44,"The Forum, London , England",https://en.wikipedia.org/wiki/2011_in_Cage_Warriors#Cage_Warriors%3A_44,2011 in Cage Warriors
Wilson Reis,Toby Misech,2024-02-23,W,L,red_win,Submission (arm-triangle choke),1,3:02,Featherweight Bout,Cage Warriors 166: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_166,2024 in Cage Warriors
Mason Jones,Bryce Logan,2024-02-23,W,L,red_win,TKO (punches and knees),2,2:45,Lightweight Bout,Cage Warriors 166: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_166,2024 in Cage Warriors
Chasen Blair,Orlando Sanders,2024-02-23,W,L,red_win,TKO (punches),1,2:09,Welterweight Bout,Cage Warriors 166: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_166,2024 in Cage Warriors
Devin Goodale,Bobby Winther,2024-02-23,W,L,red_win,"Decision (unanimous) (30–25, 30–26, 30–26)",3,5:00,Welterweight Bout,Cage Warriors 166: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_166,2024 in Cage Warriors
Corvan Allen,Xavier Vines,2024-02-23,W,L,red_win,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,Bantamweight Bout,Cage Warriors 166: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_166,2024 in Cage Warriors
Giovanni Sarran,Elijah Harris,2024-02-23,W,L,red_win,"Decision (majority) (28–28, 29–27, 29–27)",3,5:00,Heavyweight Bout,Cage Warriors 166: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_166,2024 in Cage Warriors
Miguel Peimbert,Carlos Elizarraraz,2024-02-23,W,L,red_win,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,Bantamweight Bout,Cage Warriors 166: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_166,2024 in Cage Warriors
Diego Vazquez,Sean Rose,2024-02-23,W,L,red_win,Submission (armbar),2,3:09,Heavyweight Bout,Cage Warriors 166: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_166,2024 in Cage Warriors
Devon Simons,Chadricc Kindle,2024-02-23,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Heavyweight Bout,Cage Warriors 166: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_166,2024 in Cage Warriors
Stefano Paternò,Scottie Stockman,2024-03-15,W,L,red_win,Submission (brabo choke),1,2:59,Welterweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Omiel Brown,Rafael Aronov,2024-03-15,W,L,red_win,Submission (guillotine choke),2,3:48,Welterweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Shirzad Qadrian,Emanuele Zaccaria,2024-03-15,W,L,red_win,TKO (punches),1,3:49,Bantamweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Connor Wilson,Davide Scarano,2024-03-15,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Flyweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Michele Martignoni,Raz Bring,2024-03-15,W,L,red_win,KO (punches),1,3:59,Bantamweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Teddy Stringer,Diego Dickson Alves,2024-03-15,W,L,red_win,Submission (rear-naked choke),1,3:32,Lightweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Amaury Junior,Giuseppe Ruggeri,2024-03-15,W,L,red_win,TKO (punches),2,4:39,Lightweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Anthony Orozco,Lucas Rodrigues,2024-03-15,W,L,red_win,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,Welterweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Jack Claffey,Marko Sarasjärvi,2024-03-15,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Featherweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Serigo Gavinelli,Hélio Hernandez,2024-03-15,W,L,red_win,TKO (punches),1,0:56,Welterweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Matthew Camilleri,Nicolò Solinas,2024-03-15,W,L,red_win,Submission (rear-naked choke),2,3:13,Lightweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Leon Armes,Christian Tosco,2024-03-15,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Featherweight Bout,Cage Warriors 167: Unplugged,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_167,2024 in Cage Warriors
Andy Clamp,Matthew Byfield,2024-03-16,W,L,red_win,TKO (punches),3,3:06,Light Heavyweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
Luke Riley,John de Jesus,2024-03-16,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Featherweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
James Power,Gianluca Rocca,2024-03-16,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,Lightweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
Harel Cohen,Adam Cullen,2024-03-16,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Lightweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
Alessandro Giordano,Sam Kelly,2024-03-16,W,L,red_win,TKO (punches),3,4:17,Bantamweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
Liam Gittins,Roberto Hernandez,2024-03-16,W,L,red_win,Submission (rear-naked choke),5,1:48,Bantamweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
Thomas Nichols-Burton,Craig Rawlins,2024-03-16,W,L,red_win,Submission (heel hook),3,1:39,Middleweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
Antonio Sheldon,Tom Means,2024-03-16,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Lightweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
Andy Yates,Christian Tebbett,2024-03-16,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Flyweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
Michelangelo Lupoli,Sheldon Ryan,2024-03-16,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Flyweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
Fran Breen,Costin Buhnă,2024-03-16,W,L,red_win,TKO (elbow and punches),3,1:21,Flyweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
Mario Mingaj,Qendrim Pallata,2024-03-16,W,L,red_win,Submission (triangle choke),2,4:25,Middleweight Bout,Cage Warriors 168: Manchester,"BEC Arena, Manchester , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_168,2024 in Cage Warriors
Jordan Vucenic,Simeone D'Anna,2024-03-30,W,L,red_win,Submission (kimura),2,2:53,Featherweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Lone'er Kavanagh,Shawn Claudino da Silva,2024-03-30,W,L,red_win,"Decision (unanimous) (29–27, 30–27, 30–25)",3,5:00,Flyweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Will Currie,Leon Aliu,2024-03-30,W,L,red_win,TKO (retirement),1,5:00,Middleweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Carlos Pereira,Darren Stewart,2024-03-30,W,L,red_win,TKO (punches),2,0:28,Catchweight (195 lb) Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Olli Santalahti,Jamie Richardson,2024-03-30,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Welterweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Thomas Paull,Dimitry Solimeis,2024-03-30,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Featherweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Jimmy Quinn,Yohan Salvador,2024-03-30,W,L,red_win,Submission (guillotine choke),2,0:57,Bantamweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Mitchell Goode,Angus Hewett,2024-03-30,W,L,red_win,Submission (buggy choke),3,4:24,Middleweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
